Entry	Cross-reference (RefSeq)
P51398	NP_001186778.1;NP_001186779.1;NP_001186780.1;NP_004623.1;NP_387506.1;XP_005245537.1;XP_005245538.1;
Q9NP92	NP_057724.2;
Q92665	NP_005821.2;
Q9Y291	NP_057155.1;NP_444263.1;
P82930	NP_001287829.1;NP_076425.1;
P82673	NP_001177793.1;NP_068593.2;
P82909	NP_150597.1;
Q8WWV3	NP_116119.2;
Q9BQC6	NP_076931.1;
Q9BSG5	NP_001074466.1;NP_001257370.1;NP_001257371.1;NP_001257372.1;NP_001257373.1;NP_001257374.1;NP_113617.1;
O00442	NP_001124313.1;NP_003720.1;
Q9Y3I0	NP_055121.1;
Q9UHP6	NP_055248.1;
Q9NZ71	NP_001269938.1;NP_001269939.1;NP_057518.1;NP_116575.3;
Q92541	NP_055953.3;
Q9BY42	NP_001269964.1;NP_001269965.1;NP_001269966.1;NP_057491.2;
Q8IZC4	NP_001269870.1;NP_660350.2;
Q9BST9	NP_001015055.1;NP_001015056.1;NP_149035.1;
A6NKG5	NP_001128360.1;
Q16799	NP_066959.1;NP_996734.1;
O75298	NP_005610.1;NP_996783.1;NP_996784.1;
O95197	NP_001252518.1;NP_001252519.1;NP_001252520.1;NP_006045.1;NP_958831.1;NP_958832.1;NP_958833.1;
Q9BZR6	NP_075380.1;
Q9NQC3	NP_008939.1;NP_065393.1;NP_722550.1;NP_997403.1;NP_997404.1;XP_005264491.1;
P59025	NP_714919.2;
Q5QGT7	NP_001004312.2;
Q9BQQ7	NP_113628.1;
Q96DX8	NP_071430.2;
Q14D33	NP_776182.2;
Q86VV8	NP_775901.3;
P08621	NP_001287998.1;NP_003080.2;
P09234	NP_003084.1;
P09661	NP_003081.2;
P08579	NP_003083.1;NP_937863.1;
Q66K80	NP_001034606.1;
Q92622	NP_001139114.1;NP_055502.1;
Q96T51	NP_001035541.1;NP_001035542.1;NP_079434.3;
Q8WXA3	NP_001035882.1;NP_001265154.1;NP_060457.4;XP_005270012.1;XP_006717974.1;
Q7L099	NP_001032519.1;NP_001124181.1;NP_001278922.1;NP_001278923.1;NP_055776.1;
Q6ZNE9	NP_940885.2;
Q9H7H1	
Q59EK9	NP_001138297.1;NP_001138298.1;NP_006686.1;
Q96NL0	NP_001127877.1;NP_001127878.1;NP_612147.1;
Q96C34	NP_775102.2;
Q01196	NP_001001890.1;NP_001116079.1;NP_001745.2;XP_005261125.1;
Q13950	NP_001015051.3;NP_001019801.3;XP_006715294.1;
Q13761	NP_001026850.1;NP_004341.1;XP_005246081.1;
Q96GQ5	NP_073581.2;
Q9BVN2	NP_001098673.1;NP_001098674.1;NP_001098675.1;NP_001265156.1;NP_001265157.1;NP_001265158.1;NP_001265159.1;NP_055143.2;XP_006711320.1;XP_006711321.1;
Q8N2Y8	NP_001129471.1;NP_055621.1;
Q9UJJ7	NP_478072.1;
Q8IZ73	NP_001273336.1;NP_689473.1;
Q6P087	NP_001136019.1;NP_775930.2;
Q96CM3	NP_001138299.1;NP_116184.2;
Q9Y265	NP_003698.1;
Q9Y230	NP_006657.1;XP_005258485.1;
P62304	NP_003085.1;
P62306	NP_003086.1;
A8MWD9	
P62308	NP_003087.1;
Q9UIY3	NP_219479.2;
P57060	NP_058636.1;
Q9H446	NP_001007465.1;NP_057036.2;NP_057188.2;
Q9Y3V2	NP_001121614.1;NP_001265176.1;NP_001265177.1;
Q6NW29	NP_689895.2;
Q9HBX9	NP_001240657.1;NP_001240658.1;NP_067647.2;
Q8WXD0	NP_001159530.1;NP_570718.1;
P19793	NP_001278850.1;NP_002948.1;
P28702	NP_001257330.1;NP_068811.1;
P48443	NP_001243500.1;NP_008848.1;
Q9Y2V3	NP_038463.2;
Q8N488	NP_036366.3;
P34925	NP_001005861.1;NP_002949.2;
P21817	NP_000531.2;NP_001036188.1;
Q92736	NP_001026.2;XP_006711868.1;
Q15413	NP_001027.3;NP_001230925.1;
P04271	NP_006263.1;
P29377	NP_004048.1;
P25815	NP_005971.1;
Q8WXG8	NP_570128.2;
P23297	NP_006262.1;
P29034	NP_005969.1;
P33764	NP_002951.1;
P26447	NP_002952.1;NP_062427.1;
P33763	NP_002953.2;XP_005245487.1;
P06703	NP_055439.1;
P31151	NP_002954.2;XP_005245488.1;
P05109	NP_002955.2;
P06702	NP_002956.1;
P60903	NP_002957.1;
P31949	NP_005611.1;
P80511	NP_005612.1;
Q99584	NP_001019381.1;NP_001019382.1;NP_001019383.1;NP_001019384.1;NP_005970.1;XP_005245491.1;
Q9HCY8	NP_065723.1;XP_005245419.1;XP_006711531.1;
Q96FQ6	NP_525127.1;XP_005244962.1;XP_005244963.1;
Q8N1F8	NP_443134.2;
Q13621	NP_000329.2;NP_001171761.1;
P55011	NP_001037.1;
P55017	NP_000330.2;NP_001119579.1;NP_001119580.1;
Q9UP95	NP_001139433.1;NP_001139434.1;NP_001139435.1;NP_001139436.1;NP_005063.1;
Q9H2X9	NP_001128243.1;NP_065759.1;
Q9UHW9	NP_001035959.1;NP_001035960.1;NP_001035961.1;NP_001035962.1;NP_005126.1;NP_598408.1;
Q9Y666	NP_006589.2;
A0AV02	NP_001182412.1;NP_078904.3;
Q9BXP2	NP_001254741.1;NP_001254743.1;NP_064631.2;
Q9BZW2	NP_071889.2;
Q13183	NP_001139447.1;NP_003975.1;
Q8WWT9	NP_001011554.1;NP_001180268.1;NP_001180269.1;NP_073740.2;
Q9UKG4	NP_036582.2;
Q86YT5	NP_001137310.1;NP_001271438.1;NP_001271439.1;NP_808218.1;
Q92503	NP_001034662.2;NP_001137470.1;NP_001137471.1;NP_001137473.1;NP_001191337.1;NP_001191339.1;NP_002994.3;
O76054	NP_001191133.1;NP_036561.1;NP_203740.1;
Q9UDX4	NP_001244307.1;NP_001244308.1;NP_001244311.1;NP_777635.1;
Q9UDX3	NP_001154840.1;NP_777637.1;
O43304	NP_055507.1;
B5MCN3	NP_001180265.2;
P46059	NP_005064.1;
Q16348	NP_001139470.1;NP_066568.3;
Q8IY34	NP_057666.1;
Q8N697	NP_663623.1;
A6NIM6	NP_001164269.1;
Q9Y2C5	NP_001273050.1;NP_005486.1;
Q9NRA2	NP_036566.1;
Q9BYT1	NP_071365.3;
Q6NT16	NP_439896.1;
Q9UHA2	NP_057389.1;
P41440	NP_001192135.1;NP_001192136.1;NP_919231.1;
O60779	NP_008927.1;
Q9BZV2	NP_079519.1;
Q86SG5	NP_789793.1;XP_006711350.1;
Q5SY68	
Q96BU1	NP_001243050.1;NP_073590.2;XP_006710883.1;
P21453	NP_001391.2;XP_006710462.1;
O95136	NP_004221.3;XP_006722999.1;
Q99500	NP_005217.2;
O95977	NP_003766.1;
Q9H228	NP_001159687.1;NP_110387.1;
Q8WUM9	NP_005406.3;
Q08357	NP_001244109.1;NP_001244110.1;NP_006740.1;XP_005273670.1;
O15245	NP_003048.1;NP_694857.1;XP_006715615.1;
O15244	NP_003049.2;
O75751	NP_068812.1;
Q9H015	NP_003050.2;
O76082	NP_003051.1;XP_005272112.1;
Q4U2R8	NP_004781.2;NP_695008.1;NP_695009.1;NP_695010.1;
Q9Y694	NP_006663.2;NP_696961.2;
Q8TCC7	NP_001171661.1;NP_001171662.1;NP_001171665.1;NP_004245.2;
Q8IVM8	NP_543142.2;
Q63ZE4	NP_001034841.3;
Q9NSA0	NP_060954.1;
Q96S37	NP_001263255.1;NP_001263256.1;NP_653186.2;NP_700357.1;
Q9Y226	NP_004247.2;
Q9Y267	NP_004794.2;XP_005265641.1;XP_005265642.1;
Q8IZD6	NP_060890.2;XP_005271063.1;
Q86VW1	NP_149116.2;
Q8WUG5	NP_001275979.1;NP_057693.3;NP_065105.2;XP_005267804.1;
Q96BI1	NP_002546.3;NP_899056.2;XP_006718306.1;
A6NK97	NP_001004326.4;XP_005274066.1;
A1A5C7	NP_001273384.1;NP_001273385.1;NP_056297.1;NP_068764.3;
Q8N4F4	NP_775857.2;
Q6T423	NP_955384.3;XP_005274042.1;
A6NKX4	
Q9UHI7	NP_005838.3;NP_689898.2;
Q9UGH3	NP_005107.4;NP_976072.1;
Q6PIS1	NP_001138361.1;NP_001138362.1;NP_653313.3;
Q9Y6Y8	NP_009121.1;
Q9BSK2	NP_115691.1;
Q6PIV7	NP_997231.1;
Q3KQZ1	NP_958928.1;XP_005256694.1;
Q96CQ1	NP_001098117.1;NP_060625.2;
Q96DW6	NP_060345.2;
Q9BZJ4	NP_001137252.1;NP_057100.1;
Q8TBP6	NP_061331.2;XP_005250553.1;
Q8N5S1	NP_775908.2;
Q86VD7	NP_848621.2;XP_005259918.1;XP_005259919.1;
Q8WUT9	NP_660348.2;
Q96H78	NP_001273113.1;NP_055470.1;
Q8N413	NP_001070709.2;NP_001265179.2;NP_001265180.2;NP_001287749.1;NP_872362.3;XP_006718570.1;XP_006718571.1;XP_006718572.1;XP_006718573.1;XP_006718575.1;XP_006718576.1;
Q96AG3	NP_620128.1;
Q6Q0C1	NP_997000.2;
Q6ZT89	NP_660325.4;XP_006714609.1;XP_006714610.1;XP_006714611.1;
Q9H1U9	NP_219480.1;
Q3SY17	NP_001029344.3;
Q5H9E4	NP_001012773.2;XP_005262186.1;
Q8NG04	NP_597996.2;
Q86WA9	NP_001159819.1;NP_001159820.1;NP_001159821.1;NP_775897.3;
Q9H2B4	NP_071325.2;NP_602297.1;NP_998778.1;XP_006713919.1;XP_006713920.1;
P50443	NP_000103.2;
P40879	NP_000102.1;XP_006715936.1;
O43511	NP_000432.1;XP_005250482.1;XP_006716087.1;
P58743	NP_001161434.1;NP_945350.1;NP_996766.1;NP_996767.1;NP_996768.1;
Q9BXS9	NP_001035544.1;NP_001268661.1;NP_001268662.1;NP_075062.2;NP_599025.2;NP_602298.2;
Q8TE54	NP_001269285.1;NP_001269286.1;NP_439897.1;NP_599028.1;
Q96RN1	NP_001180405.1;NP_443193.1;NP_619732.2;
Q7LBE3	NP_443166.1;NP_599152.2;XP_006711207.1;
Q6PCB7	NP_940982.1;
O14975	NP_001153101.1;NP_003636.2;
Q5K4L6	NP_077306.1;
Q6P1M0	NP_005085.2;
Q9Y2P5	NP_036386.1;
Q9Y2P4	NP_001017372.1;NP_054750.1;XP_005272024.1;XP_005272025.1;XP_005272026.1;XP_005272027.1;XP_005272028.1;
O00337	NP_001274691.1;NP_004204.3;NP_964014.1;XP_005255046.1;XP_005255048.1;
O43868	NP_004203.2;
Q9HAS3	NP_001186562.1;NP_071410.1;
Q99808	NP_001071642.1;NP_001071643.1;NP_001071644.1;NP_001071645.1;NP_004946.1;XP_005248932.1;XP_005248935.1;XP_005248936.1;XP_005248937.1;XP_005248938.1;XP_005248939.1;
Q14542	NP_001287797.1;NP_001523.2;XP_006718591.1;
Q9BZD2	NP_001167569.1;NP_060814.4;
Q7RTT9	NP_001035751.1;NP_001287776.1;NP_694979.2;XP_005249715.1;XP_006715730.1;
Q8IUI4	
Q9NR83	NP_064446.2;
Q5RGS2	
Q9UHR5	NP_001288768.1;NP_001288784.1;NP_037392.1;
Q5TZJ5	
Q5VYP0	NP_001076593.1;
Q4VX67	
Q5VU36	NP_001107013.1;
Q5VVP1	NP_001138668.1;
Q8IWB4	NP_056482.2;
Q5VZV4	
P0DKV0	NP_001138596.1;
Q6ZQQ2	NP_001001670.1;
B4DYI2	NP_001159609.1;
Q6ZUB1	NP_849150.3;
P0C874	NP_997299.2;
Q6ZUB0	NP_001138669.1;
P0CK96	NP_001104251.1;NP_001277193.1;
P78382	NP_001161870.1;NP_006407.1;
P78381	NP_001027460.1;NP_001035963.1;NP_001269576.1;NP_001269577.1;NP_001269578.1;NP_001269579.1;NP_001269580.1;NP_005651.1;
Q9Y2D2	NP_001258613.1;NP_001258614.1;NP_036375.1;XP_005270748.1;
Q96G79	NP_542401.1;
Q9BS91	NP_060415.1;
P78383	NP_005818.2;
Q8TB61	NP_001273438.1;NP_001273439.1;NP_001273440.1;NP_001273441.1;NP_001273442.1;NP_001273446.1;NP_001273448.1;NP_001273449.1;NP_835361.1;
Q9H1N7	NP_001136013.1;NP_057032.2;XP_005249214.1;XP_006715165.1;
Q969S0	NP_116215.1;
Q9NQQ7	NP_001268386.1;NP_001268387.1;NP_001268388.1;NP_001268389.1;NP_057029.8;NP_775096.1;NP_775271.1;XP_005260471.1;
Q9NTN3	NP_055954.1;
Q76EJ3	NP_001273919.1;NP_008932.2;
Q5M8T2	NP_001008783.1;
Q96K37	NP_079157.3;
P0CK97	NP_001186716.1;NP_878258.1;
Q7Z769	NP_061126.2;
Q6ICL7	NP_001001479.1;
Q5T1Q4	NP_001025029.2;XP_005266922.1;
Q8IXU6	NP_059985.2;
Q8IY50	NP_001287774.1;NP_775779.1;
A4IF30	NP_001193849.1;
Q8WV83	NP_079457.2;
Q8N357	NP_060347.2;
Q2M3R5	NP_001128130.1;NP_694958.1;
Q8TBE7	NP_001091068.1;NP_001091069.1;NP_079522.2;XP_006713836.1;XP_006713837.1;
Q8N808	NP_689675.1;
P0C7Q5	NP_001269229.1;
Q96KT7	NP_473369.1;
P0C7Q6	NP_001096084.1;
Q7Z2H8	NP_510968.2;XP_005268443.1;XP_006714823.1;
Q495M3	NP_861441.2;
Q495N2	NP_001138489.1;NP_861439.3;
Q6YBV0	NP_001273068.1;NP_689526.2;
Q9H2H9	NP_001070952.1;NP_001265316.1;NP_001265317.1;NP_001265318.1;NP_109599.3;
Q96QD8	NP_061849.2;XP_005269040.1;
Q99624	NP_006832.1;XP_006713017.1;
Q969I6	NP_001137296.1;NP_060488.2;XP_005269054.1;
Q8WUX1	NP_277053.2;
Q8IZM9	NP_001166173.1;NP_722518.2;
Q9NVC3	NP_060701.1;
A6NNN8	NP_001073911.1;XP_006721198.1;
Q8NBW4	NP_001245215.1;NP_001245216.1;NP_775785.2;XP_006714600.1;XP_006714601.1;XP_006714602.1;XP_006714603.1;
Q9HBR0	NP_001033073.1;NP_612637.1;
Q08AI6	NP_001186077.1;NP_775783.1;
Q9NY26	NP_001258886.1;NP_001258887.1;NP_001258888.1;NP_001258889.1;NP_001258890.1;NP_055252.2;XP_006711339.1;
Q9NP94	NP_001243517.1;NP_055394.2;
Q9BRY0	NP_653165.2;NP_998733.1;
Q6P5W5	NP_060237.2;NP_570901.2;
Q6ZMH5	NP_001128667.1;NP_775867.2;XP_005268860.1;
Q13433	NP_001092876.1;NP_036451.3;
Q92504	NP_001070984.1;NP_001275706.1;NP_008910.2;
Q9C0K1	NP_001128618.1;NP_001128619.1;NP_001128620.1;NP_071437.3;XP_005263234.1;
Q9NUM3	NP_001239077.1;NP_001239079.1;NP_001239080.1;NP_001239081.1;NP_060845.2;
Q9ULF5	NP_001120729.1;NP_065075.1;XP_005246749.1;
Q8N1S5	NP_001153242.1;NP_631916.2;XP_005257191.1;XP_006721817.1;XP_006721818.1;
Q504Y0	NP_001138667.1;NP_001269662.1;NP_001269663.1;NP_689938.2;
Q96H72	NP_001121697.1;NP_689477.2;XP_005253278.1;XP_006718445.1;
Q15043	NP_001121903.1;NP_001128625.1;NP_001128626.1;NP_056174.2;XP_005273522.1;XP_005273523.1;XP_006716387.1;
Q8TE82	NP_061859.3;
Q8TF17	NP_078853.2;
Q9NP59	NP_055400.1;
Q8IVJ1	NP_776253.3;XP_005245126.1;
Q96JW4	NP_115524.3;XP_005269233.1;XP_005269235.1;XP_005269236.1;XP_006719693.1;
Q96GZ6	NP_001008485.1;NP_001008486.1;NP_001008487.1;NP_001157947.1;XP_005247618.1;XP_005247619.1;XP_005247620.1;XP_006713744.1;
Q8NBI5	NP_001265130.1;NP_001265135.1;NP_054815.2;NP_060081.1;NP_955361.1;
Q9Y2W3	
Q9UMX9	NP_001012527.1;NP_001284346.1;NP_057264.3;
Q96JT2	NP_149093.1;XP_005245613.1;XP_005245614.1;XP_005245615.1;XP_005245616.1;
Q5BKX6	NP_001073900.1;NP_001273575.1;NP_001273577.1;XP_006716667.1;
Q7Z3Q1	NP_001129391.1;NP_861450.1;XP_005266418.1;
Q96FL8	NP_060712.2;
Q86VL8	NP_001093116.1;NP_001243592.1;NP_690872.2;
Q6U841	NP_001171486.1;NP_001171487.1;NP_071341.2;
Q8NBS3	NP_001167560.1;NP_001167561.1;NP_114423.1;
Q9Y6R1	NP_001091954.1;NP_003750.1;
Q9BY07	NP_067019.3;NP_597812.1;
Q9Y6M7	NP_001245308.1;NP_001245309.1;NP_003606.3;XP_005265658.1;
Q2Y0W8	NP_001035049.1;NP_001245330.1;NP_001245331.1;NP_001245332.1;NP_001254544.1;
Q9NWF4	NP_001098047.1;NP_060456.3;
Q9HAB3	NP_001240744.1;NP_001240745.1;NP_078807.1;XP_006716721.1;XP_006716722.1;XP_006716723.1;
Q9NQ40	NP_212134.3;XP_005260712.1;XP_006723601.1;
P18405	NP_001038.1;
P31213	NP_000339.2;
P61619	NP_037468.1;
Q9H9S3	NP_001136099.1;NP_001136100.1;NP_060614.2;
P48066	NP_055044.1;
P48065	NP_001116319.1;NP_001116320.1;NP_001193860.1;NP_003035.3;XP_005253803.1;
Q9NSD5	NP_001177926.1;NP_001230321.1;NP_057699.2;
Q9UN76	NP_009162.1;
Q9H2J7	NP_001139807.1;NP_060527.2;NP_877499.1;
Q9GZN6	NP_054756.2;XP_005258877.1;XP_006723231.1;
Q9H1V8	NP_001010898.1;XP_006710706.1;
Q96N87	NP_872438.2;
Q695T7	NP_001003841.1;
Q9NP91	NP_064593.1;NP_071800.1;
Q8N1H7	NP_777638.2;
Q8TCU3	NP_620172.2;XP_005250861.1;
Q8TBB6	NP_066000.2;XP_006713781.1;
Q96CW6	NP_115554.2;
P0DJI8	NP_000322.2;NP_001171477.1;NP_954630.1;
P0DJI9	NP_001120852.1;NP_110381.2;
P35542	NP_006503.2;
Q96ER3	NP_612430.2;
Q9NTJ5	NP_054735.3;
Q9Y2H2	NP_001230123.1;NP_001230124.1;NP_055752.1;
A6NKF1	
Q9HBV2	NP_112222.1;
Q8IXA5	NP_776246.1;
Q8TDM5	NP_598005.1;
Q9NZJ4	NP_055178.3;
Q9UBE0	NP_001139185.1;NP_001139186.1;NP_005491.1;
Q9UBT2	NP_005490.1;XP_005258461.1;
Q15424	NP_001188267.1;NP_001188268.1;NP_001188269.1;NP_002958.2;
Q14151	NP_055464.1;
Q9NXZ1	NP_061136.2;XP_006724827.1;
O43865	NP_001229602.1;NP_001229603.1;NP_001229604.1;NP_001229605.1;NP_006612.2;
Q96HN2	NP_001124192.1;NP_001124194.2;NP_001124195.1;NP_056143.1;
P23526	NP_000678.1;NP_001155238.1;XP_005260373.1;XP_005260374.1;
Q9NSC2	NP_001121364.1;NP_002959.2;XP_006721304.1;
Q9Y467	NP_001278375.1;NP_001278376.1;NP_005398.2;
Q9BXA9	NP_741996.2;
Q9UJQ4	NP_065169.1;
Q9BYL1	NP_542188.1;
Q96NU1	NP_689699.2;
Q8N8I0	NP_997389.2;
Q5VXD3	NP_001010971.1;NP_001128135.1;NP_001128136.1;
Q8IZD0	NP_001244288.1;NP_777580.1;XP_006721816.1;
Q9P1V8	NP_001010860.1;
Q9Y512	NP_056195.3;
Q8IVG5	NP_689916.2;XP_005250248.1;XP_005250250.1;XP_006715951.1;XP_006715952.1;XP_006715953.1;
Q70HW3	NP_001158268.1;NP_775742.4;
Q6SPF0	NP_612361.1;
Q8N6K7	NP_001017373.2;NP_001245204.1;NP_001264114.1;
Q5TGI4	NP_001025231.1;
Q7Z3H4	NP_872416.1;XP_005247479.1;
Q96LT4	NP_001167627.1;NP_653261.1;XP_005269598.1;
Q5K651	NP_001180236.1;NP_060124.2;
Q9Y3Z3	NP_056289.2;XP_005260441.1;
Q9NSI8	NP_001243299.1;NP_001273452.1;NP_071419.3;
P02743	NP_001630.1;
O00422	NP_005861.2;
Q8TEE9	NP_001162153.1;
O75446	NP_003855.1;
P17900	NP_000396.2;
Q5SSQ6	NP_001034740.1;
Q86UD0	NP_848543.2;
Q6NUJ1	NP_001078851.1;
P07602	NP_001035930.1;NP_001035931.1;NP_002769.1;
Q9NR31	NP_001136120.1;NP_064535.1;
Q9Y6B6	NP_001028675.1;NP_057187.1;XP_006714704.1;
Q96BY9	NP_001271168.1;NP_057211.4;
O00631	NP_003054.1;
Q9UL12	NP_001128179.1;NP_009032.2;XP_005272227.1;XP_006717053.1;XP_006717054.1;
Q9BW04	NP_001077393.1;NP_076427.2;XP_005273316.1;XP_006711593.1;
Q6SZW1	NP_055892.2;
P82979	NP_149073.1;
Q15020	NP_055521.1;
Q9NQZ2	NP_065101.1;
Q6UVJ0	NP_919268.1;
O94885	NP_056093.3;
O75995	NP_061863.1;
Q9NV23	NP_001034791.1;NP_060794.1;XP_006717519.1;
P21673	NP_002961.1;
Q96F10	NP_597998.1;
Q01826	NP_001124482.1;NP_001182399.1;NP_002962.1;XP_006713343.1;
Q9UPW6	NP_001165980.1;NP_001165988.1;NP_056080.1;XP_006712435.1;
Q86VE3	NP_001012998.2;
P43007	NP_001180422.1;NP_003029.2;
Q9H4B6	NP_068590.1;
Q9Y3A5	NP_057122.2;
Q52WX2	NP_001019572.1;
P0C263	NP_001094871.2;XP_006723390.1;
P0C264	NP_001186753.1;
A3KN83	NP_001161328.1;NP_060653.3;XP_005253629.1;XP_005253630.1;XP_005253632.1;XP_005253633.1;XP_006719536.1;XP_006719537.1;
Q9Y2G9	NP_001093592.1;NP_055778.2;XP_005259576.1;XP_005259577.1;
Q13228	NP_001245217.1;NP_001245218.1;NP_003935.2;
Q93073	NP_001180418.1;NP_055516.2;
Q6UWP8	NP_001159506.1;NP_001159507.1;NP_940940.1;
Q8IVN8	NP_694957.3;
P67812	NP_001258847.1;NP_001258848.1;NP_001258849.1;NP_001258850.1;NP_001258851.1;NP_055115.1;
P0C7V7	
Q9BY50	NP_150596.1;
O15027	NP_001263347.1;NP_055681.1;
Q96JE7	NP_149118.2;
Q96IW7	NP_036562.2;
O75396	NP_004883.3;
Q9BRL7	NP_001188501.1;NP_001188513.1;NP_004197.1;NP_116752.1;XP_005265589.1;
Q15436	NP_006355.2;
Q15437	NP_001166216.1;NP_001166217.1;NP_006354.2;NP_116780.1;NP_116781.1;
O95486	NP_001239160.1;NP_068817.1;XP_005271911.1;
O95487	NP_001036199.1;NP_001287742.1;NP_006314.2;
P53992	NP_004913.2;NP_940999.1;
O94855	NP_055637.2;XP_005263435.1;XP_005263436.1;
Q4G0G5	NP_001020762.1;
O94979	NP_001070674.1;NP_001070675.1;NP_001070676.1;NP_001177978.1;NP_001287673.1;NP_001287674.1;NP_055748.2;NP_057295.2;XP_005262904.1;XP_005262907.1;XP_006714204.1;XP_006714205.1;XP_006714206.1;
Q9NQW1	NP_056305.1;
P13866	NP_000334.1;NP_001243243.1;
P31639	NP_003032.1;
P53794	
Q9NY91	NP_055042.1;
Q92911	NP_000444.1;
Q9Y289	NP_066918.2;XP_006712191.1;XP_006712192.1;XP_006712193.1;
Q9GZV3	NP_068587.1;
Q8N695	NP_666018.3;
Q2M3M2	NP_001011547.2;NP_001128653.1;
A0PJK1	NP_001035915.1;NP_001257577.1;NP_001257578.1;NP_001269346.1;NP_689564.3;XP_006721514.1;
Q8WWX8	NP_001245340.1;NP_001245341.1;NP_001245342.1;NP_001245343.1;NP_443176.2;XP_005255137.1;
Q1EHB4	NP_848593.2;
O75845	NP_001020127.1;NP_008849.2;
P60468	NP_006799.1;
P60059	NP_001012474.1;NP_055117.1;
Q92791	NP_006446.1;
P30531	NP_003033.3;XP_005265467.1;XP_005265468.1;XP_006713369.1;
P23975	NP_001034.1;NP_001165972.1;NP_001165973.1;NP_001165975.1;XP_006721326.1;
Q01959	NP_001035.1;
P31645	NP_001036.1;
Q9Y345	NP_004202.2;
P31641	NP_001127839.2;NP_001127840.1;NP_003034.2;
Q99884	NP_055043.2;
P48029	NP_001136277.1;NP_001136278.1;NP_005620.1;
P48067	NP_001020016.1;NP_008865.2;NP_964012.2;
Q9UPN6	NP_001273117.1;NP_001273118.1;NP_001273123.1;NP_001273128.1;NP_055707.3;
Q99590	NP_004710.2;
Q8N9R8	NP_001138349.1;NP_775961.2;
O15126	NP_001277158.1;NP_004857.4;
O15127	NP_005688.2;
O14828	NP_005689.2;NP_443069.1;
Q969E2	NP_524558.1;
Q8TAC9	NP_001171582.1;NP_001171583.1;NP_620417.1;XP_006720484.1;XP_006720485.1;
Q9BY12	NP_001139395.1;NP_065894.2;XP_005254476.1;
Q12770	NP_036367.2;XP_005265029.1;XP_006713097.1;
Q6AZY7	NP_057324.2;NP_878185.1;XP_005273584.1;
Q6ZMJ2	NP_776194.2;
Q9Y6X3	NP_056144.3;
Q86SK9	NP_001032671.2;NP_079182.2;
O95171	NP_001154178.1;NP_003834.3;NP_659001.2;
Q8WVM8	NP_001244305.1;NP_001269961.1;NP_057190.2;NP_878255.1;
Q8WU76	NP_689753.2;
P21583	NP_000890.1;NP_003985.2;
P05060	NP_001810.2;
P13521	NP_003460.2;
Q8WXD2	NP_001158729.1;NP_037375.2;
Q9P0W5	NP_001184036.1;NP_001184037.1;NP_001184038.1;NP_001184043.1;NP_055390.1;
Q6UWF3	NP_001258771.1;NP_996986.1;XP_005256688.1;
Q96NL6	NP_001287826.1;NP_001287827.1;NP_653244.2;
Q96I15	NP_057594.4;
Q6NUK1	NP_037518.3;NP_998816.1;
Q6KCM7	NP_001006642.1;NP_001006643.1;NP_001252543.1;NP_443133.2;XP_005251745.1;XP_005251746.1;
Q9BV35	NP_077008.2;
Q96GD3	NP_001026864.1;NP_001165689.1;NP_001165690.1;NP_001165691.1;NP_001165692.1;NP_001165693.1;NP_036368.1;XP_005270696.1;XP_006710527.1;
Q9UN30	NP_001032624.1;NP_001032625.1;NP_001032629.1;NP_006737.2;XP_006724571.1;
Q9UQR0	NP_006080.1;
Q8N228	NP_001273337.1;NP_932347.2;
P35498	NP_001159435.1;NP_001159436.1;NP_001189364.1;NP_008851.3;
Q07699	NP_001028.1;NP_950238.1;
Q99250	NP_001035232.1;NP_001035233.1;NP_066287.2;XP_005246807.1;XP_005246808.1;XP_005246810.1;
O60939	NP_004579.1;
Q9NY46	NP_001075145.1;NP_001075146.1;NP_008853.3;XP_006712742.1;
Q9NY72	NP_001035241.1;NP_060870.1;XP_006718945.1;
P35499	NP_000325.4;XP_005257623.1;
Q8IWT1	NP_001135820.1;NP_001135821.1;NP_777594.1;
Q14524	NP_000326.2;NP_001092874.1;NP_001092875.1;NP_001153632.1;NP_001153633.1;NP_932173.1;XP_006713345.1;XP_006713346.1;
Q01118	NP_002967.2;XP_006712743.1;XP_006712744.1;XP_006712745.1;
Q9UQD0	NP_001171455.1;NP_055006.1;XP_006719619.1;
Q15858	NP_002968.1;XP_005246814.1;
Q9Y5Y9	NP_001280235.2;NP_001280236.2;NP_006505.3;
Q9UI33	NP_001274152.1;NP_054858.2;
P57086	NP_057642.1;
Q9GZW5	
Q6R2W3	NP_443155.1;
Q9BWG6	NP_001191777.1;NP_001191785.1;NP_076946.1;
P37088	NP_001029.1;NP_001153047.1;NP_001153048.1;
P51168	NP_000327.2;XP_005255524.1;
P51172	NP_001123885.2;
P51170	NP_001030.2;
O75880	NP_004580.1;XP_005256808.1;
O43819	NP_001162580.1;NP_001162581.1;NP_001162582.1;NP_005129.2;
Q9UIL1	NP_001146918.1;NP_001146956.1;NP_001147024.1;NP_001147057.1;NP_001147107.1;NP_001147135.1;NP_001147162.1;NP_115936.2;
P55809	NP_000427.1;
Q9BYC2	NP_071403.1;
Q9UJQ7	NP_848578.1;
Q8NBX0	NP_057086.2;
Q8WTV0	NP_001076428.1;NP_005496.4;
Q14108	NP_001191184.1;NP_005497.1;
O75711	NP_009212.1;
Q14160	NP_056171.3;NP_874365.3;
Q12765	NP_001138985.1;NP_001138986.1;NP_001138987.1;NP_055581.3;XP_005249975.1;
