Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement?technique,Description,Condition,DOID
47,30983011,Bacteroidota,976,phylum,,NR1H4,9971,inhibition,low-throughput,causally,human,"fecal,serum",in vivo experiment,"RT-PCR,16S rRNA sequence","Human and murine pregnancy were associated with reduced intestinal FXR signaling, with lower FGF19/15 and resultant increased hepatic bile acid synthesis. Terminal ileal ASBT protein was reduced in murine pregnancy. Cecal bile acid conjugation was reduced in pregnancy because of elevated bile salt hydrolase©\producing Bacteroidetes. CA supplementation induced intestinal FXR signaling, which was not abrogated by pregnancy, with strikingly similar changes to the microbiota and metabonome as identified in pregnancy. Conclusion: The altered intestinal microbiota of pregnancy enhance bile acid deconjugation, reducing ileal bile acid uptake and lowering FXR induction in enterocytes. This exacerbates the effects mediated by reduced bile acid uptake transporters in pregnancy. Thus, in pregnant women and mice, there is reduced FGF19/15©\mediated hepatic repression of hepatic bile acid synthesis, resulting in hypercholanemia.",non-alcoholic steatohepatitis,DOID:80547
47,30983011,Bacteroidota,976,phylum,,GLP1R,2740,activation,low-throughput,causally,human,"fecal,serum",in vivo experiment,"RT-PCR,16S rRNA sequence","Human and murine pregnancy were associated with reduced intestinal FXR signaling, with lower FGF19/15 and resultant increased hepatic bile acid synthesis. Terminal ileal ASBT protein was reduced in murine pregnancy. Cecal bile acid conjugation was reduced in pregnancy because of elevated bile salt hydrolase©\producing Bacteroidetes. CA supplementation induced intestinal FXR signaling, which was not abrogated by pregnancy, with strikingly similar changes to the microbiota and metabonome as identified in pregnancy. Conclusion: The altered intestinal microbiota of pregnancy enhance bile acid deconjugation, reducing ileal bile acid uptake and lowering FXR induction in enterocytes. This exacerbates the effects mediated by reduced bile acid uptake transporters in pregnancy. Thus, in pregnant women and mice, there is reduced FGF19/15©\mediated hepatic repression of hepatic bile acid synthesis, resulting in hypercholanemia.",non-alcoholic steatohepatitis,DOID:80547
47,30983011,Bacteroidota,976,phylum,,Gcg,14526,activation,low-throughput,causally,mouse,"fecal,serum",in vivo experiment,"RT-PCR,16S rRNA sequence","Human and murine pregnancy were associated with reduced intestinal FXR signaling, with lower FGF19/15 and resultant increased hepatic bile acid synthesis. Terminal ileal ASBT protein was reduced in murine pregnancy. Cecal bile acid conjugation was reduced in pregnancy because of elevated bile salt hydrolase©\producing Bacteroidetes. CA supplementation induced intestinal FXR signaling, which was not abrogated by pregnancy, with strikingly similar changes to the microbiota and metabonome as identified in pregnancy. Conclusion: The altered intestinal microbiota of pregnancy enhance bile acid deconjugation, reducing ileal bile acid uptake and lowering FXR induction in enterocytes. This exacerbates the effects mediated by reduced bile acid uptake transporters in pregnancy. Thus, in pregnant women and mice, there is reduced FGF19/15©\mediated hepatic repression of hepatic bile acid synthesis, resulting in hypercholanemia.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,OCLN,100506658,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,VEGFA,7422,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,ACTB,60,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,CGN,57530,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,PARD6B,84612,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,ACTC1,70,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,ITCH,83737,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
48,21143932,Lactiplantibacillus plantarum,1590,species,MB452,JUP,3728,activation,high-throughput,causally,human,Caco-2 cells,cell culture,microarray,"The effect of Lactobacillus plantarum MB452 on tight junction integrity was determined by measuring trans-epithelial electrical resistance (TEER) across Caco-2 cell layers. L. plantarum MB452 caused a dose-dependent TEER increase across Caco-2 cell monolayers compared to control medium. Gene expression was compared in Caco-2 cells untreated or treated with L. plantarum MB452 for 10 hours. Caco-2 cell RNA was hybridised to human oligonucleotide arrays. Data was analysed using linear models and differently expressed genes were examined using pathway analysis tools. Nineteen tight junction-related genes had altered expression levels in response to L. plantarum MB452 (modified-P < 0.05, fold-change > 1.2), including those encoding occludin and its associated plaque proteins that anchor it to the cytoskeleton. L. plantarum MB452 also caused changes in tubulin and proteasome gene expression levels which may be linked to intestinal barrier function.",healthy,
